Location: O
Booth ID: 73
Total staff: 13

staff_code,name,phone_number,staff_type
7103d6c1-c577-4f1f-a273-ea4b17bfe440,ተስፋይ አለም(ቶም በርገር),910157840,VIP
3bd51073-b944-4842-9c6c-18fcff8b6801,ተስፋይ አለም(ቶም በርገር),910157840,Staff
1f2d22da-a40f-4884-8407-60b5076fd7c0,ተስፋይ አለም(ቶም በርገር),910157840,Staff
3dbfcd0b-fc89-4a77-992b-56b69b4813f5,ተስፋይ አለም(ቶም በርገር),910157840,Staff
16c59f87-4333-475a-8a39-b5b0d09c713e,ተስፋይ አለም(ቶም በርገር),910157840,Staff
17e28e22-8e0b-443e-bda1-cac65f253d8a,ተስፋይ አለም(ቶም በርገር),910157840,Staff
1d54202c-667d-42a9-ab06-4d8f4b546862,ተስፋይ አለም(ቶም በርገር),910157840,Staff
8a2fd2fc-c987-4945-bd01-59c5a24d8a48,ተስፋይ አለም(ቶም በርገር),910157840,Staff
71bab090-bf22-4f85-8e73-fedccbbb4d01,ተስፋይ አለም(ቶም በርገር),910157840,Staff
b888af89-e1d9-4508-9f63-294944618fed,ተስፋይ አለም(ቶም በርገር),910157840,Staff
839cc78b-b5a4-4cb7-987e-3f1889e564ea,ተስፋይ አለም(ቶም በርገር),910157840,Staff
b1acb1b2-c4d6-43a5-852e-ede0fc4f5b6f,ተስፋይ አለም(ቶም በርገር),910157840,Staff
dd08895b-8d2e-427a-9a17-5aa504fcf759,ተስፋይ አለም(ቶም በርገር),910157840,Staff
